Name,Country or Region,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Organization Type
Tokyo Institute of Technology,JAPAN,966,6558,71.2215320910973,291,0.9027625258799172,Academic
University of Ljubljana,SLOVENIA,965,7482,82.69430051813471,292,1.216579067357513,Academic
Universidad Nacional Autonoma de Mexico,MEXICO,959,6515,78.31074035453598,293,0.7577226277372263,Academic
Arizona State University-Tempe,USA,955,7644,74.03141361256544,294,1.4287352879581152,Academic
University of Washington Seattle,USA,954,12208,78.51153039832285,295,1.9057103773584907,Academic
Fuzhou University,CHINA MAINLAND,953,7729,79.53830010493179,296,1.0979486883525709,Academic
Oregon State University,USA,951,9086,80.02103049421662,297,1.2068766561514197,Academic
University of Birmingham,ENGLAND,951,9908,82.96529968454259,297,1.484034069400631,Academic
University of Bristol,ENGLAND,951,11044,82.5446898002103,297,1.4066876971608833,Academic
Universidade Federal do Rio Grande do Sul,BRAZIL,950,8772,82.0,300,1.2003454736842107,Academic
Sungkyunkwan University (SKKU),SOUTH KOREA,946,8850,79.70401691331924,301,0.9998149048625794,Academic
University of Nebraska System,USA,943,12095,82.82078472958642,302,1.4986610816542947,Academic System
University of Hong Kong,HONG KONG,940,13244,86.80851063829788,303,1.6643091489361703,Academic
AGH University of Science & Technology,POLAND,937,5890,72.89220917822838,304,0.788681856990395,Academic
Tecnologico de Monterrey,MEXICO,934,8382,81.15631691648822,305,1.2659240899357602,Academic
Teagasc,IRELAND,933,12067,91.21114683815648,306,1.4537741693461952,Research Institute
Pusan National University,SOUTH KOREA,930,6268,80.86021505376344,307,0.7802815053763442,Academic
University of Georgia,USA,927,8224,80.7982740021575,308,1.0045272923408846,Academic
University of Technology Sydney,AUSTRALIA,927,12104,83.1715210355987,308,2.0218535059331177,Academic
University of Leeds,ENGLAND,920,11965,86.19565217391305,310,1.6496638043478262,Academic
University of Zaragoza,SPAIN,918,8044,83.11546840958606,311,0.965896623093682,Academic
Vellore Institute of Technology,INDIA,914,8601,74.28884026258206,312,1.319372866520788,Academic
Cairo University,EGYPT,910,7552,82.85714285714286,313,1.0360438461538461,Academic
Universite Toulouse III - Paul Sabatier,FRANCE,909,12390,84.26842684268426,314,1.4281401540154015,Academic
Shandong University of Science & Technology,CHINA MAINLAND,908,8251,75.55066079295155,315,1.181629845814978,Academic
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),RUSSIA,908,5650,64.75770925110133,315,0.6941155286343613,Academic
Iran University Science & Technology,IRAN,905,8703,83.86740331491713,317,1.1115488397790056,Academic
Suzhou University,CHINA MAINLAND,897,8424,76.14269788182831,318,1.1125913043478262,Academic
University of Stuttgart,GERMANY (FED REP GER),895,5947,75.08379888268156,319,1.3501506145251396,Academic
Universidade de Aveiro,PORTUGAL,892,9293,83.6322869955157,320,1.4643606502242155,Academic
Universidade Federal de Santa Catarina (UFSC),BRAZIL,892,8546,81.27802690582959,320,1.1555322869955156,Academic
IMT - Institut Mines-Telecom,FRANCE,887,8908,77.67756482525367,322,1.9170491544532131,Academic System
Complutense University of Madrid,SPAIN,886,7606,84.53724604966139,323,0.9681845372460497,Academic
Tianjin University Science & Technology,CHINA MAINLAND,884,8103,84.50226244343891,324,1.14717907239819,Academic
University of Edinburgh,SCOTLAND,881,8850,80.24971623155504,325,1.3779639046538026,Academic
Universiti Teknologi MARA,MALAYSIA,879,3944,57.792946530147894,326,0.6239183162684869,Academic
University of Novi Sad,SERBIA,877,5560,77.4230330672748,327,0.8872651083238313,Academic
University College Cork,IRELAND,871,11506,90.58553386911596,328,1.2554429391504018,Academic
Zhengzhou University,CHINA MAINLAND,870,8210,78.96551724137932,329,1.3708466666666668,Academic
University of California San Diego,USA,869,10774,81.81818181818183,330,2.0372630609896434,Academic
Nanjing University of Information Science & Technology,CHINA MAINLAND,868,8869,81.91244239631337,331,1.220494124423963,Academic
Technical University of Darmstadt,GERMANY (FED REP GER),861,6179,77.23577235772358,332,1.3580970963995354,Academic
Polytechnic University of Bucharest,ROMANIA,861,2732,49.47735191637631,332,0.7474749128919861,Academic
Konkuk University,SOUTH KOREA,860,7573,89.18604651162791,334,0.9051711627906978,Academic
Agriculture & Agri Food Canada,CANADA,858,11882,89.5104895104895,335,1.344182400932401,Government
Institut National Polytechnique de Grenoble,FRANCE,857,9295,77.24620770128354,336,1.5518773628938158,Academic
Indian Institute of Technology (IIT) - Bombay,INDIA,856,6781,78.03738317757009,337,1.137872546728972,Academic
Utah System of Higher Education,USA,855,7337,77.07602339181287,338,1.027253567251462,Academic System
University of Pennsylvania,USA,854,4524,51.17096018735363,339,0.9554927400468385,Academic
National Tsing Hua University,TAIWAN,854,6488,75.05854800936767,339,1.1180285714285716,Academic
University of Adelaide,AUSTRALIA,849,12361,83.74558303886926,341,1.7259991755005888,Academic
Hangzhou Dianzi University,CHINA MAINLAND,848,5721,68.63207547169812,342,0.8977747641509434,Academic
Cranfield University,ENGLAND,846,10780,85.22458628841608,343,1.7788178486997637,Academic
Kansas State University,USA,845,8923,80.82840236686391,344,1.1449836686390533,Academic
Universidade de Coimbra,PORTUGAL,844,7053,82.70142180094787,345,1.0772914691943127,Academic
Yanshan University,CHINA MAINLAND,844,6033,72.03791469194313,345,0.8347407582938389,Academic
Institut National de la Sante et de la Recherche Medicale (Inserm),FRANCE,844,7446,77.72511848341233,345,1.0758357819905213,Government
Autonomous University of Barcelona,SPAIN,844,8391,79.739336492891,345,1.4950854265402844,Academic
Oak Ridge National Laboratory,USA,843,8815,83.86714116251483,349,1.1147990510083037,Government
University of Colorado Boulder,USA,842,12902,79.69121140142518,350,1.7464483372921618,Academic
National Technical University of Athens,GREECE,842,7315,81.353919239905,350,1.1616519002375296,Academic
University of Nebraska Lincoln,USA,840,11436,84.4047619047619,352,1.5951195238095237,Academic
Agency for Science Technology & Research (ASTAR),SINGAPORE,838,7833,75.41766109785203,353,1.4118429594272077,Research Institute
Indian Institute of Science (IISC) - Bangalore,INDIA,837,5806,70.84826762246117,354,0.886068100358423,Academic
University of Malaysia Perlis,MALAYSIA,836,2132,45.8133971291866,355,0.9709095693779903,Academic
Curtin University,AUSTRALIA,833,9227,87.75510204081633,356,1.3165793517406965,Academic
Physikalisch-Technische Bundesanstalt (PTB),GERMANY (FED REP GER),833,4194,69.26770708283313,356,0.6957366146458585,Research Institute
Universiti Teknologi Petronas,MALAYSIA,830,4250,66.98795180722892,358,1.542978795180723,Academic
Chinese Academy of Engineering Physics,CHINA MAINLAND,828,4289,68.84057971014492,359,0.6435679951690823,Research Institute
"Ministry of Education, China",CHINA MAINLAND,826,9800,85.71428571428571,360,1.2287814769975787,Government
COMSATS University Islamabad (CUI),PAKISTAN,825,8623,84.96969696969697,361,1.2663762424242426,Academic
Universidade Federal do Rio de Janeiro,BRAZIL,824,6877,81.55339805825243,362,1.0888478155339807,Academic
University of Warwick,ENGLAND,823,8242,83.71810449574727,363,1.5101342648845686,Academic
Hokkaido University,JAPAN,822,5028,79.07542579075427,364,0.7543161800486619,Academic
Fondation I-SITE ULNE,FRANCE,820,8048,81.46341463414633,365,1.0714473170731709,Academic System
University of Liverpool,ENGLAND,817,7937,82.37454100367198,366,1.305413341493268,Academic
RIKEN,JAPAN,816,5319,75.73529411764706,367,0.9259351715686276,Research Institute
Hungarian Academy of Sciences,HUNGARY,815,9647,79.6319018404908,368,1.2677235582822086,National Academy
Eindhoven University of Technology,NETHERLANDS,812,6819,80.41871921182266,369,1.3552974137931035,Academic
University of Parma,ITALY,810,8895,86.29629629629629,370,1.354644938271605,Academic
University of Salerno,ITALY,810,10453,83.82716049382715,370,1.495985925925926,Academic
Universite de Lille,FRANCE,807,7914,81.41263940520446,372,1.067417843866171,Academic
University of Southern California,USA,806,7248,75.43424317617865,373,1.61279888337469,Academic
East China University of Science & Technology,CHINA MAINLAND,805,7522,76.3975155279503,374,1.0398401242236026,Academic
Universite de Paris,FRANCE,802,6986,78.428927680798,375,1.3099031172069826,Academic
Tarbiat Modares University,IRAN,801,8270,89.63795255930087,376,1.1746161048689139,Academic
Universite de Sfax,TUNISIA,796,7092,82.91457286432161,377,1.0338643216080403,Academic
Xi'an University of Technology,CHINA MAINLAND,794,3845,63.60201511335013,378,0.7159829974811083,Academic
University of Perugia,ITALY,792,9646,85.35353535353535,379,1.3913021464646464,Academic
South China Agricultural University,CHINA MAINLAND,792,8308,88.51010101010101,379,1.2784713383838384,Academic
Chang'an University,CHINA MAINLAND,789,4320,71.48288973384031,381,0.8017467680608366,Academic
University of Manitoba,CANADA,788,7751,81.34517766497463,382,1.143357994923858,Academic
Ferdowsi University Mashhad,IRAN,788,6519,82.23350253807106,382,0.9724852791878172,Academic
Yildiz Technical University,TURKEY,787,6162,70.52096569250318,384,0.9132881829733165,Academic
University Town of Shenzhen,CHINA MAINLAND,786,6754,69.59287531806616,385,1.122869592875318,Academic System
National Taiwan University of Science & Technology,TAIWAN,785,4761,76.30573248407644,386,0.8653486624203822,Academic
Clemson University,USA,784,6500,79.8469387755102,387,1.103278698979592,Academic
Massey University,NEW ZEALAND,783,7212,82.88633461047255,388,1.1438172413793104,Academic
Princeton University,USA,782,8798,81.45780051150895,389,1.560872506393862,Academic
Wroclaw University of Science & Technology,POLAND,779,3639,66.62387676508345,390,0.7082223363286264,Academic
University of Tabriz,IRAN,776,9694,88.4020618556701,391,1.558310824742268,Academic
University of Calgary,CANADA,774,8505,85.01291989664082,392,1.2836897932816538,Academic
University of Helsinki,FINLAND,772,10390,87.95336787564767,393,1.509329792746114,Academic
Silesian University of Technology,POLAND,771,3327,67.05577172503241,394,0.8814747081712063,Academic
Los Alamos National Laboratory,USA,771,5051,76.00518806744488,394,0.7969801556420234,Government
University of Rome Tor Vergata,ITALY,771,7040,77.56160830090792,394,1.077051102464332,Academic
University of Bremen,GERMANY (FED REP GER),770,5687,80.9090909090909,397,1.1974501298701299,Academic
South Ural State University,RUSSIA,768,1765,39.84375,398,0.6596216145833333,Academic
Universidade Nova de Lisboa,PORTUGAL,766,7236,81.8537859007833,399,1.1334655352480418,Academic
Gazi University,TURKEY,765,5200,66.53594771241829,400,0.6159132026143791,Academic
CGIAR,FRANCE,765,10317,90.71895424836602,400,1.5472575163398694,Government
Ningbo University,CHINA MAINLAND,763,7635,83.74836173001312,402,1.1672006553079948,Academic
Universita degli Studi di Bari Aldo Moro,ITALY,762,9661,85.43307086614173,403,1.4155969816272966,Academic
Istanbul Technical University,TURKEY,761,7982,75.82128777923785,404,1.1829483574244415,Academic
Braunschweig University of Technology,GERMANY (FED REP GER),760,5409,73.81578947368422,405,1.5181638157894737,Academic
Stellenbosch University,SOUTH AFRICA,758,7005,82.05804749340369,406,1.1422638522427442,Academic
University of Wollongong,AUSTRALIA,757,11170,85.46895640686922,407,1.568962219286658,Academic
Lawrence Berkeley National Laboratory,USA,756,7244,82.8042328042328,408,1.2855174603174604,Government
University of Alabama System,USA,754,9826,82.62599469496021,409,1.6329392572944297,Academic System
Universite Claude Bernard Lyon 1,FRANCE,752,8777,78.72340425531915,410,1.2479171542553191,Academic
Duke University,USA,749,6345,72.63017356475301,411,1.184715220293725,Academic
Universidade de Vigo,SPAIN,749,7716,86.38184245660881,411,1.4297777036048065,Academic
Laval University,CANADA,748,6873,85.16042780748663,413,1.0935010695187166,Academic
Carnegie Mellon University,USA,747,9720,73.89558232931726,414,2.717421686746988,Academic
University of Zilina,SLOVAKIA,747,2849,67.7376171352075,414,1.8195922356091032,Academic
University of Tsukuba,JAPAN,746,4981,71.98391420911528,416,0.8108124664879357,Academic
Universidad Nacional de Colombia,COLOMBIA,745,3475,62.01342281879194,417,0.6165597315436242,Academic
University of Saskatchewan,CANADA,740,5582,81.48648648648648,418,0.9913433783783784,Academic
Nanjing University of Posts & Telecommunications,CHINA MAINLAND,737,4609,64.04341926729987,419,0.9187255088195387,Academic
University of Glasgow,SCOTLAND,735,7539,78.77551020408163,420,1.3169922448979592,Academic
Northwestern University,USA,734,8765,75.20435967302453,421,1.572373569482289,Academic
Universiti Malaysia Pahang,MALAYSIA,734,3205,63.35149863760218,421,0.9711449591280655,Academic
Louisiana State University System,USA,734,6797,77.65667574931881,421,1.0742892370572208,Academic System
Ton Duc Thang University,VIETNAM,734,11564,86.92098092643052,421,2.359075613079019,Academic
Universidade Federal de Minas Gerais,BRAZIL,733,4781,76.94406548431105,425,0.9891238744884039,Academic
Northeast Agricultural University - China,CHINA MAINLAND,733,7600,88.67667121418826,425,1.6315641200545703,Academic
Institut Agro,FRANCE,733,8208,89.7680763983629,425,1.2557643929058664,Academic
CNRS - National Institute of Nuclear and Particle Physics (IN2P3),FRANCE,731,7557,74.96580027359782,428,1.096525581395349,Research Institute
Middle East Technical University,TURKEY,731,7610,75.37619699042408,428,1.2933316005471958,Academic
University of Trento,ITALY,730,9093,80.27397260273973,430,1.5654227397260276,Academic
Yangzhou University,CHINA MAINLAND,728,8442,86.12637362637363,431,1.5498934065934067,Academic
Nankai University,CHINA MAINLAND,725,7249,83.58620689655173,432,1.3745335172413795,Academic
Institut de Recherche pour le Developpement (IRD),FRANCE,725,10895,91.44827586206897,432,1.405874620689655,Government
Sejong University,SOUTH KOREA,723,7755,88.93499308437067,434,1.4258395573997236,Academic
University of Pretoria,SOUTH AFRICA,720,4916,77.36111111111111,435,0.9053420833333334,Academic
Marche Polytechnic University,ITALY,720,7839,84.02777777777779,435,1.6783145833333335,Academic
Newcastle University - UK,ENGLAND,719,8096,86.36995827538247,437,1.3373158553546594,Academic
Universitas Sumatera Utara,INDONESIA,716,626,33.5195530726257,438,0.6677406424581006,Academic
Indian Institute of Technology (IIT) - Roorkee,INDIA,715,7887,83.63636363636363,439,1.1688555244755245,Academic
University of Shanghai for Science & Technology,CHINA MAINLAND,714,4876,76.75070028011206,440,0.9108637254901961,Academic
Aristotle University of Thessaloniki,GREECE,712,7015,84.41011235955057,441,1.2272842696629214,Academic
Chulalongkorn University,THAILAND,711,5496,73.13642756680731,442,0.8943738396624473,Academic
Brno University of Technology,CZECH REPUBLIC,709,3648,66.43159379407616,443,0.8216540197461213,Academic
University Teknikal Malaysia Melaka,MALAYSIA,706,1228,31.1614730878187,444,0.32998073654390936,Academic
University of Barcelona,SPAIN,705,7654,84.53900709219859,445,1.2818846808510638,Academic
United States Navy,USA,703,3251,64.58036984352773,446,0.751648506401138,Government
Louisiana State University,USA,702,6537,77.92022792022793,447,1.092538888888889,Academic
University of Palermo,ITALY,700,7710,82.28571428571428,448,1.3668755714285714,Academic
University of Pavia,ITALY,699,7038,75.67954220314735,449,1.0531074391988555,Academic
University of Hamburg,GERMANY (FED REP GER),699,7814,80.82975679542204,449,1.5071412017167383,Academic
Isfahan University of Technology,IRAN,698,9143,89.39828080229226,451,1.3484542979942695,Academic
