Name,Country or Region,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Organization Type
Texas A&M University Kingsville,USA,37,270,75.67567567567568,4365,0.8428378378378379,Academic
University of Texas Health San Antonio,USA,37,504,83.78378378378379,4365,1.0609135135135135,Academic
Ghent University Hospital,BELGIUM,37,502,94.5945945945946,4365,0.8557216216216217,Health
Samsung Medical Center,SOUTH KOREA,37,266,75.67567567567568,4365,0.7691432432432432,Health
Universidade do Vale do Paraiba,BRAZIL,37,159,70.27027027027027,4365,0.42343243243243245,Academic
University of Moncton,CANADA,37,211,67.56756756756756,4365,0.8274027027027028,Academic
Universitas Lampung,INDONESIA,37,101,64.86486486486487,4365,0.6195594594594594,Academic
Kanagawa Academy Science & Technology,JAPAN,37,153,64.86486486486487,4365,0.43565405405405405,Nonprofit
Konan University,JAPAN,37,195,78.37837837837837,4365,1.3376432432432432,Academic
Universidad Juarez Autonoma de Tabasco,MEXICO,37,146,56.75675675675676,4365,0.5617297297297298,Academic
Molde University College,NORWAY,37,128,81.08108108108108,4365,0.8198351351351352,Academic
University of St Gallen,SWITZERLAND,37,522,81.08108108108108,4365,2.329416216216216,Academic
Isik University,TURKEY,37,153,75.67567567567568,4365,0.7678027027027028,Academic
Bukovinian State Medical University,UKRAINE,37,3,8.108108108108109,4365,0.024964864864864867,Academic
Comillas Pontifical University,SPAIN,37,243,75.67567567567568,4365,0.9201783783783786,Academic
Universite Hassiba Ben Bouali de Chlef,ALGERIA,37,191,64.86486486486487,4365,0.4987108108108108,Academic
Valeo SA,FRANCE,37,158,70.27027027027027,4365,1.6352621621621621,Corporate
IRCCS Ca Granda Ospedale Maggiore Policlinico,ITALY,37,236,72.97297297297297,4365,0.7288189189189189,Research Institute
Institut Universitaire Europeen de la Mer (IUEM),FRANCE,37,641,97.2972972972973,4365,1.5420243243243243,Government
IRCCS Neuromed,ITALY,37,280,86.48648648648648,4365,1.0459567567567567,Research Institute
Oles Honchar Dnipro National University,UKRAINE,37,64,59.45945945945946,4365,0.4466621621621622,Academic
CSIC - Instituto de Ciencia de Materiales de Madrid (ICMM),SPAIN,37,344,89.1891891891892,4365,1.3427243243243245,Research Institute
University of Sulimanyah,IRAQ,37,270,89.1891891891892,4365,1.228818918918919,Academic
Instituto de Astronomia y Fisica del Espacio (IAFE),ARGENTINA,37,239,75.67567567567568,4365,0.6370000000000001,Research Institute
Centro de Investigacion Ecologica y Aplicaciones Forestales (CREAF),SPAIN,37,657,100.0,4365,1.5065810810810811,Research Institute
Ecole Nationale Superieure de Mecanique et des Microtechniques,FRANCE,37,631,81.08108108108108,4365,2.0000243243243245,Academic
Damietta University,EGYPT,37,296,83.78378378378379,4365,0.9689432432432433,Academic
National Institute of Industrial Engineering (NITIE),INDIA,37,970,75.67567567567568,4365,4.312345945945946,Academic
Universidade Estadual de Mato Grosso do Sul,BRAZIL,37,178,78.37837837837837,4365,0.5406000000000001,Academic
Instituto Federal de Alagoas (IFAL),BRAZIL,37,249,83.78378378378379,4365,0.900983783783784,Academic
Rollins School Public Health,USA,37,487,91.8918918918919,4365,1.2580216216216218,Academic
Universitas Muhammadiyah Yogyakarta,INDONESIA,37,23,43.24324324324324,4365,0.3496270270270271,Academic
"Wuyi University, Fujian",CHINA MAINLAND,37,193,72.97297297297297,4365,0.7422540540540541,Academic
Bung Hatta University,INDONESIA,37,25,37.83783783783784,4365,0.18166486486486488,Academic
Rostov State Transport University,RUSSIA,37,32,37.83783783783784,4365,0.39165675675675676,Academic
Universite de Gafsa,TUNISIA,37,303,81.08108108108108,4365,0.8475837837837839,Academic
Jilin Engineering Normal University,CHINA MAINLAND,37,100,43.24324324324324,4365,0.5264027027027027,Academic
Isparta University of Applied Sciences,TURKEY,37,59,45.94594594594595,4365,0.3728486486486487,Academic
Bangladesh Rural Advancement Committee BRAC,BANGLADESH,37,60,32.432432432432435,4365,0.374427027027027,Government
Hualien Tzu Chi Hospital,TAIWAN,37,207,91.8918918918919,4365,0.764345945945946,Health
Artvin Coruh University,TURKEY,37,177,62.16216216216216,4365,0.596518918918919,Academic
Euratom,BELGIUM,37,192,75.67567567567568,4365,0.45142432432432433,Government
Hazara University,PAKISTAN,37,345,89.1891891891892,4365,1.1851783783783785,Academic
Bidhan Chandra Agricultural University,INDIA,37,241,78.37837837837837,4365,0.6666945945945946,Academic
Forestry & Forest Products Research Institute - Japan,JAPAN,37,214,83.78378378378379,4365,0.5673324324324325,Research Institute
Vienna University of Economics & Business,AUSTRIA,37,384,89.1891891891892,4365,1.503581081081081,Academic
California State University Sacramento,USA,37,193,86.48648648648648,4365,0.8178702702702704,Academic
Hunter College (CUNY),USA,37,126,51.35135135135135,4365,0.6500594594594594,Academic
University of Buckingham,ENGLAND,37,139,62.16216216216216,4365,0.8673054054054053,Academic
University of San Diego,USA,36,115,75.0,4416,0.5916777777777779,Academic
Boston College,USA,36,339,86.11111111111111,4416,1.2631611111111112,Academic
University of Southern Mississippi,USA,36,381,94.44444444444444,4416,1.720852777777778,Academic
Youngstown State University,USA,36,488,83.33333333333334,4416,1.6674611111111113,Academic
Instituto Agronomico de Campinas (IAC),BRAZIL,36,265,83.33333333333334,4416,0.8798222222222223,Government
Universidad Nacional del Comahue,ARGENTINA,36,316,86.11111111111111,4416,0.9531916666666667,Academic
Yuxi Normal University,CHINA MAINLAND,36,173,66.66666666666666,4416,0.4354916666666667,Academic
Hochschule Bonn Rhein Sieg,GERMANY (FED REP GER),36,150,58.333333333333336,4416,0.8614805555555557,Academic
Hochschule Angewandte Wissenschaft Hamburg,GERMANY (FED REP GER),36,169,83.33333333333334,4416,0.7135,Academic
University of Macedonia,GREECE,36,350,88.88888888888889,4416,1.4835500000000001,Academic
Kathmandu University,NEPAL,36,160,86.11111111111111,4416,0.6668944444444445,Academic
University Nacional de Ingenieria Lima,PERU,36,332,75.0,4416,1.1847333333333334,Academic
Sungshin Women's University,SOUTH KOREA,36,406,88.88888888888889,4416,1.2892222222222223,Academic
Aletheia University,TAIWAN,36,248,77.77777777777779,4416,0.7114861111111112,Academic
"The John B Pierce Laboratory, Inc",USA,36,67,33.33333333333333,4416,1.7100583333333332,Nonprofit
Hospital Universitari i Politecnic La Fe,SPAIN,36,235,80.55555555555556,4416,0.7093777777777778,Health
Assistance Publique-Hopitaux de Marseille,FRANCE,36,309,80.55555555555556,4416,0.799663888888889,Health
IU Kelley School of Business,USA,36,602,94.44444444444444,4416,2.149061111111111,Academic
Universidad Nacional de Trujillo,PERU,36,478,83.33333333333334,4416,1.399088888888889,Academic
International Advanced Research Centre for Powder Metallurgy & New Materials (ARCI),INDIA,36,239,77.77777777777779,4416,0.9327833333333335,Research Institute
Taipei Municipal WanFang Hospital,TAIWAN,36,340,88.88888888888889,4416,1.1246555555555555,Health
Alanya Alaaddin Keykubat University,TURKEY,36,182,66.66666666666666,4416,0.775638888888889,Academic
Institut Hospital del Mar d'Investigacions Mediques (IMIM),SPAIN,36,348,83.33333333333334,4416,0.9844833333333334,Research Institute
Istituto di Biostrutture e Bioimmagini (IBB-CNR),ITALY,36,306,88.88888888888889,4416,1.0208611111111112,Research Institute
Technicolor SA,FRANCE,36,131,72.22222222222221,4416,1.8357833333333333,Corporate
Istituto di Scienze e Tecnologie Molecolari (ISTM-CNR),ITALY,36,330,88.88888888888889,4416,1.225838888888889,Research Institute
Ahvaz Jundishapur University of Medical Sciences (AJUMS),IRAN,36,501,88.88888888888889,4416,1.569236111111111,Academic
Danish Fundamental Metrology,DENMARK,36,171,69.44444444444444,4416,0.6107083333333334,Academic
National Metrology Centre Singapore (NMC),SINGAPORE,36,154,63.888888888888886,4416,0.5781138888888889,Research Institute
"Guangzhou Institute of Energy Conversion, CAS",CHINA MAINLAND,36,226,69.44444444444444,4416,0.7708138888888889,Research Institute
"Institute of Microelectronics Technology & High-Purity Materials, RAS",RUSSIA,36,86,50.0,4416,0.5380138888888889,Research Institute
Federal Scientific Centre VIEV,RUSSIA,36,11,22.22222222222222,4416,0.6969305555555556,Research Institute
CIBERESP,SPAIN,36,467,100.0,4416,1.319588888888889,Research Institute
Universitas Negeri Makassar,INDONESIA,36,40,41.66666666666667,4416,0.5053777777777778,Academic
Odessa National Polytechnic University,UKRAINE,36,85,36.11111111111111,4416,2.0076055555555556,Academic
Ningde Normal University,CHINA MAINLAND,36,99,66.66666666666666,4416,0.36055000000000004,Academic
Saratov State Agrarian University,RUSSIA,36,82,38.88888888888889,4416,0.4811472222222222,Academic
Basque Center for Applied Mathematics (BCAM),SPAIN,36,362,83.33333333333334,4416,1.4583833333333334,Research Institute
Maulana Abul Kalam Azad University of Technology,INDIA,36,226,55.55555555555556,4416,0.7662249999999999,Academic
Korea Electronics Technology Institute (KETI),SOUTH KOREA,36,320,83.33333333333334,4416,0.9904083333333333,Research Institute
Daegu Haany University,SOUTH KOREA,36,281,91.66666666666666,4416,0.8968111111111112,Academic
Jilin Academy of Agricultural Sciences,CHINA MAINLAND,36,182,80.55555555555556,4416,0.6590750000000001,Research Institute
Henan Institute of Technology,CHINA MAINLAND,36,86,63.888888888888886,4416,0.42315833333333336,Academic
JEOL USA,USA,36,182,83.33333333333334,4416,0.6384083333333334,Corporate
European Spallation Source (ESS),SWEDEN,36,262,83.33333333333334,4416,0.5851305555555556,Global Corporate
Lanzhou Institute of Technology,CHINA MAINLAND,36,85,44.44444444444444,4416,0.47477499999999995,Academic
National Institute of Fundamental Studies (NIFS),SRI LANKA,36,319,86.11111111111111,4416,1.1599916666666668,Research Institute
Mimar Sinan Guzel Sanatlar University,TURKEY,36,1487,69.44444444444444,4416,3.7425222222222225,Academic
Piri Reis University,TURKEY,36,1486,63.888888888888886,4416,3.5992861111111107,Academic
CSIR - Central Electrochemical Research Institute (CECRI),INDIA,36,469,94.44444444444444,4416,1.2301555555555557,Research Institute
Institute of Metals & Technology - Slovenia,SLOVENIA,36,270,80.55555555555556,4416,1.2982111111111112,Research Institute
Pontificia Universidade Catolica de Minas Gerais,BRAZIL,36,135,61.111111111111114,4416,0.5836305555555555,Academic
Morgan State University,USA,35,358,80.0,4468,0.9269000000000002,Academic
Middle Tennessee State University,USA,35,210,74.28571428571429,4468,0.7081,Academic
Bond University,AUSTRALIA,35,542,85.71428571428571,4468,1.1999314285714286,Academic
BRAC University,BANGLADESH,35,40,31.428571428571427,4468,0.3545342857142857,Academic
IMT Nord Europe,FRANCE,35,211,80.0,4468,0.9742542857142857,Academic
Japan Womens University,JAPAN,35,151,48.57142857142857,4468,0.34156000000000003,Academic
Osaka Electro-Communication University,JAPAN,35,101,42.857142857142854,4468,0.7796685714285715,Academic
Bashkir State University,RUSSIA,35,43,42.857142857142854,4468,1.3140942857142859,Academic
Kuban State University,RUSSIA,35,93,57.14285714285714,4468,0.3195057142857143,Academic
Mari State University,RUSSIA,35,47,51.42857142857142,4468,0.5532314285714287,Academic
Yaroslavl State University,RUSSIA,35,92,71.42857142857143,4468,0.5129657142857144,Academic
Open University Sri Lanka,SRI LANKA,35,80,42.857142857142854,4468,0.7135371428571429,Academic
Xi'an Modern Chemistry Research Institute,CHINA MAINLAND,35,144,74.28571428571429,4468,0.4729142857142857,Research Institute
Fort Valley State University,USA,35,86,65.71428571428571,4468,0.3955857142857143,Academic
NIH National Institute of Diabetes & Digestive & Kidney Diseases (NIDDK),USA,35,369,82.85714285714286,4468,1.0307142857142857,Government
Erzurum Technical University,TURKEY,35,256,80.0,4468,0.7007028571428572,Academic
Centre de Developpement des Energies Renouvelables,ALGERIA,35,136,77.14285714285715,4468,0.5741828571428571,Research Institute
Universidad Loyola Andalucia,SPAIN,35,317,82.85714285714286,4468,1.2700371428571429,Academic
Schneider Electric,FRANCE,35,113,45.714285714285715,4468,0.38304857142857146,Corporate
Catalan Institute of Nanoscience & Nanotechnology (ICN2),SPAIN,35,751,91.42857142857143,4468,1.4041742857142858,Research Institute
Kaohsiung Veterans General Hospital,TAIWAN,35,232,71.42857142857143,4468,0.6322628571428571,Health
Istanbul Gelisim University,TURKEY,35,243,80.0,4468,0.8008828571428572,Academic
Istituto per i beni archeologici e monumentali (IBAM-CNR),ITALY,35,353,88.57142857142857,4468,1.1471942857142858,Research Institute
Analog Devices,USA,35,199,77.14285714285715,4468,1.0078114285714286,Corporate
Center for Military Airworthiness & Certification (CEMILAC),INDIA,35,74,54.285714285714285,4468,0.25980857142857144,Research Institute
Himachal Pradesh University,INDIA,35,288,80.0,4468,0.7191514285714286,Academic
Federal Scientific Agroengineering Center VIM,RUSSIA,35,15,22.857142857142858,4468,0.34062285714285717,Research Institute
"Institute of Microbiology, CAS",CHINA MAINLAND,35,351,94.28571428571428,4468,1.11494,Research Institute
Shangqiu Normal University,CHINA MAINLAND,35,437,88.57142857142857,4468,1.3961285714285714,Academic
Yulin Normal University,CHINA MAINLAND,35,269,77.14285714285715,4468,0.9952542857142858,Academic
Hubei University of Automotive Technology,CHINA MAINLAND,35,133,65.71428571428571,4468,0.45629142857142857,Academic
Hubei University of Economics,CHINA MAINLAND,35,138,77.14285714285715,4468,0.6111114285714286,Academic
ICAR - National Bureau of Plant Genetics Resources,INDIA,35,226,80.0,4468,0.6445971428571429,Research Institute
Lutsk National Technical University,UKRAINE,35,56,45.714285714285715,4468,2.0478485714285717,Academic
Seoul St. Mary's Hospital,SOUTH KOREA,35,355,82.85714285714286,4468,0.9160714285714285,Health
Odessa State Academy of Civil Engineering and Architecture,UKRAINE,35,37,48.57142857142857,4468,0.11780285714285714,Academic
Dr. Vishwanath Karad MIT World Peace University,INDIA,35,61,37.142857142857146,4468,0.34806857142857145,Academic
University of Passau,GERMANY (FED REP GER),35,175,71.42857142857143,4468,1.4919542857142858,Academic
National Research Centre for the Working Environment,DENMARK,35,318,97.14285714285714,4468,1.1293371428571428,Research Institute
Universitas Katolik Widya Mandala Surabaya,INDONESIA,35,71,62.857142857142854,4468,0.6916628571428571,Academic
Universitas Surabaya (UBAYA),INDONESIA,35,84,54.285714285714285,4468,0.4934028571428572,Academic
Singapore Institute for Clinical Sciences (SICS),SINGAPORE,35,444,94.28571428571428,4468,1.2130542857142859,Research Institute
"Chitkara University, Punjab",INDIA,35,125,74.28571428571429,4468,0.9752828571428572,Academic
"International Tomography Center, Siberian Branch of Russian Academy of Sciences",RUSSIA,35,384,85.71428571428571,4468,0.9034742857142858,Research Institute
Italian Institute for Environmental Protection & Research (ISPRA),ITALY,35,282,94.28571428571428,4468,1.0731285714285714,Research Institute
Vlerick Business School,BELGIUM,35,341,94.28571428571428,4468,1.1049342857142856,Academic
Wasit University,IRAQ,35,322,80.0,4468,1.6352228571428573,Academic
United Institute of Informatics Problems of the National Academy of Sciences of Belarus,BELARUS,35,153,71.42857142857143,4468,0.68114,Research Institute
"Institute of Urban Agriculture, CAAS",CHINA MAINLAND,35,492,88.57142857142857,4468,2.114185714285714,Research Institute
Tongren University,CHINA MAINLAND,35,190,77.14285714285715,4468,0.7201857142857143,Academic
INTI International University,MALAYSIA,35,204,74.28571428571429,4468,0.5823514285714286,Academic
Chr Hansen,DENMARK,35,262,82.85714285714286,4468,0.75602,Global Corporate
University of Chester,ENGLAND,35,284,85.71428571428571,4468,0.7945857142857143,Academic
Chaudhary Charan Singh University,INDIA,35,407,91.42857142857143,4468,1.1914799999999999,Academic
University of North Bengal,INDIA,35,280,77.14285714285715,4468,0.6778085714285714,Academic
University of Oklahoma Health Sciences Center,USA,35,423,82.85714285714286,4468,0.7540857142857144,Academic
University of San Francisco,USA,34,248,70.58823529411765,4524,0.9516823529411764,Academic
Prairie View A&M University,USA,34,141,79.41176470588235,4524,0.6150411764705882,Academic
Texas A&M Health Science Center,USA,34,367,70.58823529411765,4524,1.0177882352941177,Academic
Seattle University,USA,34,97,61.76470588235294,4524,0.6529852941176472,Academic
Jinggangshan University,CHINA MAINLAND,34,120,76.47058823529412,4524,0.6311352941176471,Academic
Yunnan University of Finance & Economics,CHINA MAINLAND,34,152,67.64705882352942,4524,0.9716823529411764,Academic
Universidad de Caldas,COLOMBIA,34,154,61.76470588235294,4524,0.6398970588235295,Academic
Bremen University of Applied Sciences,GERMANY (FED REP GER),34,190,82.35294117647058,4524,0.8115294117647058,Academic
University of Peloponnese,GREECE,34,67,70.58823529411765,4524,0.5794911764705882,Academic
Devi Ahilya University,INDIA,34,88,50.0,4524,0.41551764705882355,Academic
Fujitsu Laboratories Ltd,JAPAN,34,68,58.82352941176471,4524,1.011729411764706,Corporate
Kyoto Sangyo University,JAPAN,34,193,73.52941176470588,4524,1.6471117647058824,Academic
Setsunan University,JAPAN,34,110,79.41176470588235,4524,0.5265382352941177,Academic
Instituto Politecnico de Beja,PORTUGAL,34,379,91.17647058823529,4524,1.36965,Academic
Seowon University,SOUTH KOREA,34,328,79.41176470588235,4524,0.8982235294117649,Academic
Rangsit University,THAILAND,34,328,73.52941176470588,4524,0.7207735294117646,Academic
Soochow University,TAIWAN,34,109,61.76470588235294,4524,0.45578235294117647,Academic
University of West Florida,USA,34,118,73.52941176470588,4524,0.59755,Academic
Children's Hospital Research Institute of Manitoba,CANADA,34,670,94.11764705882352,4524,1.0115,Health
Severtsov Institute of Ecology & Evolution,RUSSIA,34,108,47.05882352941176,4524,5.719294117647059,Research Institute
Eli Lilly,USA,34,185,88.23529411764706,4524,0.5775882352941177,Global Corporate
Shiv Nadar University,INDIA,34,221,67.64705882352942,4524,0.9865970588235294,Academic
Telecom Italia,ITALY,34,423,88.23529411764706,4524,1.5894676470588236,Corporate
China Steel Corporation,TAIWAN,34,113,67.64705882352942,4524,0.5256323529411765,Corporate
Corning Inc,USA,34,169,67.64705882352942,4524,0.5579294117647059,Corporate
Xinjiang Medical University,CHINA MAINLAND,34,140,79.41176470588235,4524,0.5942529411764705,Academic
Mackay Memorial Hospital,TAIWAN,34,206,88.23529411764706,4524,0.7940647058823531,Health
Hebei University of Economics & Business,CHINA MAINLAND,34,141,55.88235294117647,4524,0.5161235294117648,Academic
CSIC - Instituto de Catalisis y Petroleoquimica (ICP),SPAIN,34,509,94.11764705882352,4524,1.439255882352941,Research Institute
Royal Netherlands Academy of Arts & Sciences,NETHERLANDS,34,528,88.23529411764706,4524,1.844908823529412,Research Institute
Altinbas University,TURKEY,34,189,73.52941176470588,4524,0.6900852941176471,Academic
Dongduk Women's University,SOUTH KOREA,34,137,73.52941176470588,4524,0.5383764705882353,Academic
Nile University,EGYPT,34,264,88.23529411764706,4524,2.072102941176471,Academic
Sant Gadge Baba Amravati University,INDIA,34,176,44.11764705882353,4524,0.48712352941176473,Academic
Hisense,CHINA MAINLAND,34,81,58.82352941176471,4524,0.5713970588235294,Corporate
Instituto Federal do Maranhao,BRAZIL,34,189,76.47058823529412,4524,0.7120823529411765,Academic
IMT School for Advanced Studies Lucca,ITALY,34,580,91.17647058823529,4524,1.8806705882352943,Academic
Yuncheng University,CHINA MAINLAND,34,221,64.70588235294117,4524,0.7453323529411765,Academic
Korea Forest Research Institute (KFRI),SOUTH KOREA,34,178,85.29411764705883,4524,0.6750176470588236,Research Institute
Henan University of Engineering,CHINA MAINLAND,34,102,58.82352941176471,4524,0.4168352941176471,Academic
CIBERCV,SPAIN,34,225,88.23529411764706,4524,1.1004470588235296,Research Institute
Central University of Rajasthan (CURAJ),INDIA,34,127,79.41176470588235,4524,0.5104676470588236,Academic
Universitas Sam Ratulangi,INDONESIA,34,54,50.0,4524,0.7764764705882353,Academic
Universitas Kristen Petra,INDONESIA,34,126,41.17647058823529,4524,0.8289411764705883,Academic
University of Gour Banga,INDIA,34,401,82.35294117647058,4524,1.881314705882353,Academic
Thuyloi University,VIETNAM,34,236,73.52941176470588,4524,1.3666558823529413,Academic
Universita Carlo Cattaneo - Liuc,ITALY,34,491,88.23529411764706,4524,1.593038235294118,Academic
Pingxiang University,CHINA MAINLAND,34,186,58.82352941176471,4524,1.1000911764705883,Academic
Finnish Food Authority,FINLAND,34,318,94.11764705882352,4524,0.8023029411764706,Government
University of Bonab,IRAN,34,386,88.23529411764706,4524,1.8233558823529412,Academic
Lipetsk State Technical University,RUSSIA,34,115,50.0,4524,0.7063029411764706,Academic
Advanced Remanufacturing & Technology Centre (ARTC),SINGAPORE,34,222,79.41176470588235,4524,1.6320411764705884,Research Institute
Zinpro Corporation,USA,34,116,38.23529411764706,4524,5.587326470588235,Corporate
Anstalt fur Verbrennungskraftmaschinen List,AUSTRIA,34,151,70.58823529411765,4524,1.1554411764705883,Corporate
"San-Ei Gen F.F.I., Inc.",JAPAN,34,228,88.23529411764706,4524,0.5340294117647059,Corporate
Kilis 7 Aralik University,TURKEY,34,181,76.47058823529412,4524,0.5595941176470589,Academic
International Hellenic University,GREECE,34,86,70.58823529411765,4524,0.6897470588235294,Academic
Agricultural University Peshawar,PAKISTAN,34,319,91.17647058823529,4524,1.2236382352941177,Academic
CSIR - Central Salt & Marine Chemical Research Institute (CSMCRI),INDIA,34,282,88.23529411764706,4524,0.7799058823529412,Research Institute
Pt. Ravishankar Shukla University,INDIA,34,357,91.17647058823529,4524,1.0782970588235294,Academic
Scion,NEW ZEALAND,34,490,97.05882352941177,4524,1.5956529411764706,Government
University Hawaii Hilo,USA,33,166,75.75757575757575,4585,1.065690909090909,Academic
Marshall University,USA,33,255,87.87878787878788,4585,1.0444515151515152,Academic
Childrens Hospital of Philadelphia,USA,33,123,63.63636363636363,4585,1.0437333333333334,Health
Universidade do Estado Bahia,BRAZIL,33,311,90.9090909090909,4585,1.1435121212121213,Academic
University of Asia Pacific (UAP),BANGLADESH,33,87,39.39393939393939,4585,0.8748666666666668,Academic
Universidad del Azuay,ECUADOR,33,146,66.66666666666666,4585,0.6084303030303031,Academic
University Katolik Indonesia Atma Jaya,INDONESIA,33,63,57.57575757575758,4585,0.5236666666666667,Academic
Universidad Popular Autonoma del Estado de Puebla,MEXICO,33,84,66.66666666666666,4585,0.4164090909090909,Academic
Universidad Nacional de Asuncion,PARAGUAY,33,322,87.87878787878788,4585,1.5723212121212122,Academic
Pomeranian Medical University,POLAND,33,209,90.9090909090909,4585,1.211569696969697,Academic
Universidade dos Acores,PORTUGAL,33,449,93.93939393939394,4585,1.3972333333333333,Academic
Altai State University,RUSSIA,33,80,51.515151515151516,4585,0.3611030303030303,Academic
Ivanovo State Power University,RUSSIA,33,9,15.151515151515152,4585,0.27022121212121214,Academic
Herzen State Pedagogical University of Russia,RUSSIA,33,29,54.54545454545454,4585,0.24912121212121213,Academic
Galatasaray University,TURKEY,33,619,87.87878787878788,4585,2.158260606060606,Academic
Potsdam Institut fur Klimafolgenforschung,GERMANY (FED REP GER),33,581,96.96969696969697,4585,5.316030303030303,Research Institute
Ateneo de Manila University,PHILIPPINES,33,171,57.57575757575758,4585,1.1638424242424243,Academic
Shirshov Institute of Oceanology,RUSSIA,33,194,84.84848484848484,4585,0.6753242424242425,Research Institute
NIH National Heart Lung & Blood Institute (NHLBI),USA,33,245,84.84848484848484,4585,0.6466121212121212,Government
Japan Fine Ceramics Center,JAPAN,33,326,96.96969696969697,4585,0.9558454545454547,Research Institute
CHU Bordeaux,FRANCE,33,76,45.45454545454545,4585,0.6444212121212122,Health
Universidad Panamericana - Guadalajara,MEXICO,33,165,60.60606060606061,4585,0.7432303030303031,Academic
China State Construction Engineering Corporation,CHINA MAINLAND,33,53,27.27272727272727,4585,0.32060303030303033,Corporate
South African Astronomical Observatory,SOUTH AFRICA,33,166,48.484848484848484,4585,2.0076393939393937,Research Council
Allameh Tabataba'i University,IRAN,33,524,90.9090909090909,4585,1.542678787878788,Academic
Centre National de la Recherche Scientifique (CNRS) - Lebanon,LEBANON,33,290,81.81818181818183,4585,0.8520151515151516,Research Council
Instytut Techniki Budowlanej,POLAND,33,217,87.87878787878788,4585,0.672960606060606,Research Institute
University of Nicosia,CYPRUS,33,622,81.81818181818183,4585,3.2703787878787884,Academic
Shanghai University of International Business & Economics,CHINA MAINLAND,33,306,60.60606060606061,4585,1.0651878787878788,Academic
Ivano-Frankivsk National Technical University of Oil & Gas,UKRAINE,33,60,66.66666666666666,4585,1.0053757575757576,Academic
CSIC - Instituto de Quimica Organica General (IQOG),SPAIN,33,241,90.9090909090909,4585,0.7894,Research Institute
University of Tikrit,IRAQ,33,243,63.63636363636363,4585,0.8811757575757576,Academic
CSIC - Instituto de Quimica Avanzada de Cataluna (IQAC),SPAIN,33,256,87.87878787878788,4585,0.8516909090909092,Research Institute
Istituto Sull'inquinamento Atmosferico (IIA-CNR),ITALY,33,349,78.78787878787878,4585,1.0201060606060606,Research Institute
Istituto Motori (IM-CNR),ITALY,33,171,75.75757575757575,4585,1.0714727272727274,Research Institute
Hellenic Centre for Marine Research,GREECE,33,359,81.81818181818183,4585,1.2039242424242425,Research Institute
Universidade Federal do Vale do Sao Francisco,BRAZIL,33,227,81.81818181818183,4585,0.9687727272727273,Academic
Measurement Standards Laboratory of New Zealand,NEW ZEALAND,33,179,66.66666666666666,4585,0.6470030303030303,Government
Universidade Federal da Integracao Latino-Americana,BRAZIL,33,276,87.87878787878788,4585,1.224609090909091,Academic
"Shenyang Institute of Applied Ecology, CAS",CHINA MAINLAND,33,422,72.72727272727273,4585,1.0347878787878788,Research Institute
Tonghua Normal University,CHINA MAINLAND,33,117,57.57575757575758,4585,0.3758818181818182,Academic
Covance,USA,33,162,63.63636363636363,4585,0.627830303030303,Corporate
Goce Delcev University of Stip,MACEDONIA,33,162,84.84848484848484,4585,0.637809090909091,Academic
Uttarakhand Technical University,INDIA,33,213,72.72727272727273,4585,0.6265000000000001,Academic
RK University,INDIA,33,262,81.81818181818183,4585,0.603139393939394,Academic
Pegaso Online University,ITALY,33,614,84.84848484848484,4585,1.547078787878788,Academic
Western New England University,USA,33,330,72.72727272727273,4585,1.2595454545454547,Academic
Sungkyul University,SOUTH KOREA,33,279,84.84848484848484,4585,1.1018030303030304,Academic
Institut de l'Olivier,TUNISIA,33,438,90.9090909090909,4585,1.1554424242424244,Research Institute
Shri Guru Gobind Singhji Institute of Engineering & Technology,INDIA,33,117,48.484848484848484,4585,0.7316,Academic
Tunku Abdul Rahman University College (TAR UC),MALAYSIA,33,86,60.60606060606061,4585,0.6092878787878788,Academic
Academy of Romanian Scientists (AOSR),ROMANIA,33,275,66.66666666666666,4585,1.211769696969697,National Academy
Aliah University,INDIA,33,121,69.6969696969697,4585,0.6817090909090909,Academic
China Tobacco Yunnan Industrial Co Ltd,CHINA MAINLAND,33,243,66.66666666666666,4585,0.6160151515151515,Corporate
Shaheed Zulfikar Ali Bhutto Institute of Science & Technology,PAKISTAN,33,109,57.57575757575758,4585,0.7283787878787878,Academic
Nevsehir Haci Bektas Veli University,TURKEY,33,173,81.81818181818183,4585,0.5830212121212122,Academic
Ovidius University,ROMANIA,33,173,63.63636363636363,4585,1.0696545454545454,Academic
CSIR - Central Glass & Ceramic Research Institute (CGCRI),INDIA,33,409,84.84848484848484,4585,0.8265969696969697,Research Institute
Ball State University,USA,32,90,56.25,4643,0.514709375,Academic
Cincinnati Children's Hospital Medical Center,USA,32,234,75.0,4643,1.613871875,Health
Universidade Estadual do Norte Fluminense,BRAZIL,32,177,78.125,4643,0.621478125,Academic
Universidade Federal de Ciencias da Saude de Porto Alegre,BRAZIL,32,314,81.25,4643,1.2733500000000002,Academic
Yanka Kupala State University of Grodno,BELARUS,32,69,53.125,4643,0.226009375,Academic
Tongling University,CHINA MAINLAND,32,88,65.625,4643,0.47624062500000003,Academic
Boehringer Ingelheim,GERMANY (FED REP GER),32,368,90.625,4643,1.21885,Corporate
Sardar Patel University,INDIA,32,143,81.25,4643,0.613146875,Academic
Bocconi University,ITALY,32,369,96.875,4643,1.461946875,Academic
Kansai Medical University,JAPAN,32,71,62.5,4643,0.2970375,Academic
Cracow University of Economics,POLAND,32,233,81.25,4643,0.98986875,Academic
