Name,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Country or Region,Organization Type
University of Sheffield,288,888,50.0,177,2.5015798611111113,ENGLAND,Academic
Universidade de Sao Paulo,286,235,20.27972027972028,178,0.5841972027972028,BRAZIL,Academic
Villanova University,283,260,30.03533568904594,179,0.647030035335689,USA,Academic
University of Antwerp,283,725,47.349823321554766,179,2.748237455830389,BELGIUM,Academic
Cornell University,282,704,50.0,181,2.734636170212766,USA,Academic
Claremont Colleges,281,294,24.555160142348754,182,1.051061209964413,USA,Academic System
University of Southampton,276,974,56.88405797101449,183,3.044344927536232,ENGLAND,Academic
Utah System of Higher Education,274,720,40.87591240875913,184,1.8589109489051097,USA,Academic System
University of Gottingen,272,413,36.029411764705884,185,1.25725625,GERMANY (FED REP GER),Academic
University College Dublin,272,624,45.220588235294116,185,2.1575830882352944,IRELAND,Academic
Lancaster University,270,947,51.85185185185185,187,2.676554814814815,ENGLAND,Academic
Pontificia Universidad Catolica de Chile,268,138,27.238805970149254,188,0.35604925373134333,CHILE,Academic
Deakin University,265,725,52.075471698113205,189,2.0050233962264152,AUSTRALIA,Academic
University of Ljubljana,265,528,42.26415094339623,189,1.4468003773584905,SLOVENIA,Academic
University of Gothenburg,264,647,54.54545454545454,191,2.773573863636364,SWEDEN,Academic
University of New South Wales Sydney,263,673,49.049429657794676,192,1.7688653992395438,AUSTRALIA,Academic
University of Bonn,262,184,24.427480916030532,193,1.1559721374045802,GERMANY (FED REP GER),Academic
Universiti Malaya,261,269,30.65134099616858,194,0.8107034482758622,MALAYSIA,Academic
Washington University (WUSTL),257,564,47.85992217898833,195,2.0177863813229573,USA,Academic
University of California Riverside,257,350,36.57587548638132,195,0.9540214007782102,USA,Academic
Chinese University of Hong Kong,256,565,42.578125,197,2.3022042968750003,HONG KONG,Academic
Duquesne University,255,202,23.137254901960784,198,0.5433850980392156,USA,Academic
Universiti Kebangsaan Malaysia,252,125,25.396825396825395,199,0.6395900793650794,MALAYSIA,Academic
National Institutes of Health (NIH) - USA,252,1305,69.04761904761905,199,2.9946138888888894,USA,Government
University of Florence,251,203,14.741035856573706,201,0.6545398406374502,ITALY,Academic
Santa Clara University,250,469,29.599999999999998,202,1.4968371999999999,USA,Academic
Michigan State University,250,621,44.0,202,2.4779508,USA,Academic
Lund University,249,555,54.21686746987952,204,1.6673779116465863,SWEDEN,Academic
University of Bern,247,484,38.46153846153847,205,1.7038562753036437,SWITZERLAND,Academic
University of Quebec Montreal,247,226,21.45748987854251,205,0.6665562753036437,CANADA,Academic
University of Graz,246,283,32.52032520325203,207,1.2392065040650406,AUSTRIA,Academic
Open University - UK,246,221,31.300813008130078,207,0.950848780487805,ENGLAND,Academic
George Washington University,245,528,39.183673469387756,209,1.594801224489796,USA,Academic
Ben Gurion University,245,283,41.224489795918366,209,0.7584216326530613,ISRAEL,Academic
University of Missouri System,245,521,43.673469387755105,209,1.3503359183673471,USA,Academic System
Ecole des Hautes Etudes en Sciences Sociales (EHESS),244,132,23.36065573770492,212,0.7122450819672131,FRANCE,Academic
University of Tennessee System,243,496,44.8559670781893,213,1.959911522633745,USA,Academic System
University of Bergen,243,446,41.56378600823045,213,2.089022633744856,NORWAY,Academic
University of Granada,239,369,31.380753138075313,215,1.2331715481171548,SPAIN,Academic
University of Johannesburg,238,321,47.05882352941176,216,1.324579411764706,SOUTH AFRICA,Academic
University of Maryland College Park,238,538,47.89915966386555,216,1.5648987394957983,USA,Academic
University of Sevilla,236,278,16.52542372881356,218,0.9744699152542372,SPAIN,Academic
Texas A&M University College Station,235,493,42.97872340425532,219,1.9320834042553192,USA,Academic
Claremont Graduate School,232,220,21.551724137931032,220,0.8822448275862069,USA,Academic
University of Belgrade,231,179,26.83982683982684,221,0.6340619047619047,SERBIA,Academic
Universidad de Chile,230,97,17.391304347826086,222,0.5185708695652174,CHILE,Academic
University of California Santa Barbara,228,265,31.140350877192986,223,1.250180701754386,USA,Academic
Brigham Young University,227,285,36.12334801762114,224,0.8641814977973569,USA,Academic
University of California Davis,227,451,35.24229074889868,224,1.2220784140969165,USA,Academic
University of Basel,226,763,56.19469026548673,226,2.508871681415929,SWITZERLAND,Academic
